-0.30	-0.20	20.00	25.00		0.9790343	0.0141224	0.0141224
-0.30	-0.20	25.00	30.00		0.9727470	0.0095345	0.0095345
-0.30	-0.20	30.00	40.00		0.9689062	0.0056720	0.0056720
-0.30	-0.20	40.00	50.00		0.9697366	0.0027507	0.0027507
-0.30	-0.20	50.00	60.00		0.9684588	0.0082291	0.0082291
-0.30	-0.20	60.00	120.0		0.9683396	0.0142234	0.0142234
-0.20	 0.00	20.00	25.00		0.9718770	0.0114156	0.0114156
-0.20	 0.00	25.00	30.00		0.9901773	0.0048143	0.0048143
-0.20	 0.00	30.00	40.00		0.9940970	0.0014815	0.0014815
-0.20	 0.00	40.00	50.00		0.9934879	0.0011227	0.0011227
-0.20	 0.00	50.00	60.00		0.9887592	0.0037099	0.0037099
-0.20	 0.00	60.00	120.0		0.9934362	0.0074520	0.0074520
0.00	0.20	20.00	25.00		0.9960725	0.0116917	0.0116917
0.00	0.20	25.00	30.00		0.9903208	0.0063457	0.0063457
0.00	0.20	30.00	40.00		0.9905726	0.0015450	0.0015450
0.00	0.20	40.00	50.00		0.9926550	0.0011297	0.0011297
0.00	0.20	50.00	60.00		0.9887530	0.0032807	0.0032807
0.00	0.20	60.00	120.0		0.9930316	0.0073962	0.0073962
0.20	0.30	20.00	25.00		0.9596373	0.0168731	0.0168731
0.20	0.30	25.00	30.00		0.9671440	0.0104753	0.0104753
0.20	0.30	30.00	40.00		0.9599188	0.0070723	0.0070723
0.20	0.30	40.00	50.00		0.9624113	0.0030632	0.0030632
0.20	0.30	50.00	60.00		0.9621680	0.0080114	0.0080114
0.20	0.30	60.00	120.0		0.9765702	0.0147092	0.0147092
0.30	0.50	20.00	25.00		1.0058720	0.0117509	0.0117509
0.30	0.50	25.00	30.00		0.9960575	0.0048716	0.0048716
0.30	0.50	30.00	40.00		0.9895822	0.0029029	0.0029029
0.30	0.50	40.00	50.00		0.9898389	0.0011826	0.0011826
0.30	0.50	50.00	60.00		0.9890469	0.0032098	0.0032098
0.30	0.50	60.00	120.0		0.9997644	0.0077020	0.0077020
0.50	0.80	20.00	25.00		1.0013162	0.0072069	0.0072069
0.50	0.80	25.00	30.00		0.9947699	0.0035233	0.0035233
0.50	0.80	30.00	40.00		0.9916324	0.0013805	0.0013805
0.50	0.80	40.00	50.00		0.9918542	0.0007941	0.0007941
0.50	0.80	50.00	60.00		0.9851070	0.0026069	0.0026069
0.50	0.80	60.00	120.0		0.9883813	0.0060692	0.0060692
0.80	1.20	20.00	25.00		0.9855501	0.0062104	0.0062104
0.80	1.20	25.00	30.00		0.9812721	0.0031042	0.0031042
0.80	1.20	30.00	40.00		0.9804594	0.0011368	0.0011368
0.80	1.20	40.00	50.00		0.9801374	0.0008714	0.0008714
0.80	1.20	50.00	60.00		0.9755892	0.0026529	0.0026529
0.80	1.20	60.00	120.0		0.9777074	0.0053324	0.0053324
1.20	1.40	20.00	25.00		1.0033942	0.0116426	0.0116426
1.20	1.40	25.00	30.00		0.9993807	0.0047309	0.0047309
1.20	1.40	30.00	40.00		0.9977663	0.0015498	0.0015498
1.20	1.40	40.00	50.00		0.9997473	0.0010479	0.0010479
1.20	1.40	50.00	60.00		0.9867431	0.0042176	0.0042176
1.20	1.40	60.00	120.0		0.9947416	0.0104468	0.0104468
1.40	1.50	20.00	25.00		1.0073307	0.0094625	0.0094625
1.40	1.50	25.00	30.00		1.0041892	0.0050681	0.0050681
1.40	1.50	30.00	40.00		1.0004613	0.0024363	0.0024363
1.40	1.50	40.00	50.00		1.0011154	0.0016962	0.0016962
1.40	1.50	50.00	60.00		0.9846756	0.0065469	0.0065469
1.40	1.50	60.00	120.0		1.0044787	0.0073401	0.0073401
1.50	1.60	20.00	25.00		1.0040220	0.0102912	0.0102912
1.50	1.60	25.00	30.00		0.9970321	0.0069854	0.0069854
1.50	1.60	30.00	40.00		1.0026058	0.0021384	0.0021384
1.50	1.60	40.00	50.00		1.0026034	0.0016893	0.0016893
1.50	1.60	50.00	60.00		0.9934318	0.0070651	0.0070651
1.50	1.60	60.00	120.0		1.0016298	0.0121433	0.0121433
1.60	1.70	20.00	25.00		0.9988086	0.0088567	0.0088567
1.60	1.70	25.00	30.00		0.9971485	0.0092516	0.0092516
1.60	1.70	30.00	40.00		0.9965620	0.0021494	0.0021494
1.60	1.70	40.00	50.00		0.9999186	0.0015803	0.0015803
1.60	1.70	50.00	60.00		0.9875847	0.0059405	0.0059405
1.60	1.70	60.00	120.0		0.9868733	0.0145768	0.0145768
1.70	2.00	20.00	25.00		0.9837700	0.0047337	0.0047337
1.70	2.00	25.00	30.00		0.9848178	0.0038627	0.0038627
1.70	2.00	30.00	40.00		0.9867402	0.0010754	0.0010754
1.70	2.00	40.00	50.00		0.9868959	0.0014243	0.0014243
1.70	2.00	50.00	60.00		0.9823422	0.0030096	0.0030096
1.70	2.00	60.00	120.0		0.9797022	0.0058377	0.0058377
2.00	2.10	20.00	25.00		0.9824364	0.0088339	0.0088339
2.00	2.10	25.00	30.00		0.9812861	0.0048995	0.0048995
2.00	2.10	30.00	40.00		0.9844963	0.0019981	0.0019981
2.00	2.10	40.00	50.00		0.9856446	0.0019701	0.0019701
2.00	2.10	50.00	60.00		0.9797899	0.0059536	0.0059536
2.00	2.10	60.00	120.0		0.9929780	0.0123101	0.0123101
2.10	2.20	20.00	25.00		0.9774934	0.0104384	0.0104384
2.10	2.20	25.00	30.00		0.9712260	0.0052521	0.0052521
2.10	2.20	30.00	40.00		0.9623934	0.0031849	0.0031849
2.10	2.20	40.00	50.00		0.9672935	0.0024471	0.0024471
2.10	2.20	50.00	60.00		0.9579351	0.0078077	0.0078077
2.10	2.20	60.00	120.0		0.9567788	0.0156139	0.0156139
2.20	2.30	20.00	25.00		0.9930114	0.0113083	0.0113083
2.20	2.30	25.00	30.00		0.9921959	0.0057185	0.0057185
2.20	2.30	30.00	40.00		0.9871739	0.0031796	0.0031796
2.20	2.30	40.00	50.00		0.9854905	0.0025756	0.0025756
2.20	2.30	50.00	60.00		0.9787346	0.0089291	0.0089291
2.20	2.30	60.00	120.0		0.9877268	0.0180907	0.0180907
2.30	2.40	20.00	25.00		0.9994360	0.0121343	0.0121343
2.30	2.40	25.00	30.00		0.9729754	0.0088466	0.0088466
2.30	2.40	30.00	40.00		0.9773056	0.0037154	0.0037154
2.30	2.40	40.00	50.00		0.9896030	0.0036397	0.0036397
2.30	2.40	50.00	60.00		0.9840627	0.0132800	0.0132800
2.30	2.40	60.00	120.0		0.9990564	0.0305101	0.0305101
